,X,Y,Z,RSSI
133,45.0,243.0,99.0,-89.0
134,63.0,400.0,282.0,-109.0
135,124.0,445.0,100.0,-108.0
136,189.0,124.0,50.0,-86.0
137,474.0,475.0,379.0,-134.0
138,293.0,68.0,156.0,-95.0
139,483.0,398.0,389.0,-131.0
140,410.0,256.0,104.0,-109.0
141,493.0,75.0,231.0,-114.0
142,160.0,226.0,307.0,-102.0
143,30.0,25.0,478.0,-108.0
144,202.0,29.0,194.0,-90.0
145,375.0,377.0,169.0,-115.0
146,99.0,277.0,333.0,-105.0
147,93.0,433.0,436.0,-121.0
148,383.0,183.0,341.0,-114.0
149,76.0,102.0,321.0,-96.0
150,150.0,202.0,101.0,-89.0
151,98.0,161.0,413.0,-106.0
152,497.0,104.0,196.0,-114.0
153,397.0,295.0,102.0,-110.0
154,319.0,249.0,205.0,-106.0
155,254.0,38.0,226.0,-96.0
156,33.0,271.0,45.0,-90.0
157,275.0,142.0,177.0,-97.0
158,87.0,23.0,25.0,-73.0
159,209.0,47.0,430.0,-108.0
160,224.0,251.0,178.0,-99.0
161,339.0,166.0,418.0,-116.0
162,186.0,453.0,412.0,-123.0
163,24.0,375.0,128.0,-101.0
164,476.0,208.0,158.0,-114.0
165,192.0,349.0,21.0,-101.0
166,38.0,235.0,453.0,-111.0
167,359.0,434.0,205.0,-119.0
168,255.0,232.0,303.0,-106.0
169,425.0,185.0,480.0,-125.0
170,82.0,460.0,346.0,-117.0
171,145.0,32.0,273.0,-93.0
172,471.0,93.0,18.0,-108.0
173,19.0,217.0,295.0,-98.0
174,154.0,125.0,349.0,-101.0
175,322.0,145.0,305.0,-107.0
176,366.0,66.0,422.0,-116.0
177,88.0,343.0,433.0,-115.0
178,402.0,436.0,85.0,-119.0
179,250.0,256.0,409.0,-114.0
180,38.0,123.0,471.0,-109.0
181,376.0,491.0,441.0,-133.0
182,188.0,379.0,260.0,-110.0
183,392.0,433.0,7.0,-118.0
184,363.0,416.0,14.0,-115.0
185,143.0,135.0,242.0,-93.0
186,113.0,159.0,244.0,-93.0
187,225.0,412.0,129.0,-109.0
188,339.0,64.0,83.0,-97.0
189,14.0,428.0,73.0,-104.0
190,454.0,478.0,255.0,-129.0
191,244.0,10.0,269.0,-98.0
192,34.0,167.0,385.0,-103.0
193,181.0,233.0,195.0,-97.0
194,15.0,2.0,462.0,-107.0
195,75.0,261.0,92.0,-91.0
196,258.0,49.0,207.0,-95.0
197,192.0,279.0,472.0,-117.0
198,385.0,394.0,239.0,-119.0
199,211.0,412.0,203.0,-110.0
200,400.0,486.0,441.0,-134.0
201,461.0,385.0,279.0,-125.0
202,103.0,470.0,52.0,-109.0
203,112.0,451.0,252.0,-113.0
204,166.0,131.0,23.0,-84.0
205,113.0,460.0,50.0,-108.0
206,310.0,346.0,36.0,-107.0
207,342.0,350.0,162.0,-111.0
208,141.0,87.0,435.0,-107.0
209,326.0,356.0,248.0,-114.0
210,357.0,407.0,315.0,-121.0
211,243.0,294.0,305.0,-109.0
212,142.0,323.0,412.0,-114.0
213,44.0,252.0,346.0,-104.0
214,312.0,486.0,236.0,-121.0
215,264.0,11.0,319.0,-102.0
216,205.0,78.0,8.0,-85.0
217,459.0,205.0,371.0,-121.0
218,438.0,57.0,87.0,-106.0
219,221.0,468.0,281.0,-118.0
220,457.0,308.0,259.0,-120.0
221,384.0,0.0,313.0,-110.0
222,378.0,61.0,190.0,-103.0
223,148.0,107.0,397.0,-104.0
224,167.0,264.0,463.0,-115.0
225,427.0,98.0,31.0,-105.0
226,23.0,39.0,373.0,-99.0
227,247.0,33.0,125.0,-90.0
228,323.0,205.0,399.0,-115.0
229,318.0,448.0,283.0,-121.0
230,491.0,287.0,497.0,-133.0
231,258.0,232.0,113.0,-98.0
232,112.0,206.0,264.0,-97.0
233,371.0,257.0,311.0,-114.0
234,287.0,217.0,176.0,-101.0
235,379.0,165.0,124.0,-104.0
236,251.0,112.0,121.0,-92.0
237,452.0,424.0,377.0,-130.0
238,179.0,132.0,208.0,-92.0
239,209.0,163.0,148.0,-92.0
240,321.0,322.0,336.0,-116.0
241,236.0,129.0,34.0,-89.0
242,200.0,481.0,8.0,-112.0
243,92.0,297.0,430.0,-113.0
244,277.0,350.0,47.0,-105.0
245,453.0,202.0,82.0,-110.0
246,133.0,364.0,178.0,-103.0
247,115.0,360.0,0.0,-99.0
248,495.0,271.0,162.0,-118.0
249,433.0,48.0,240.0,-110.0
250,271.0,3.0,337.0,-104.0
251,371.0,32.0,425.0,-116.0
252,481.0,348.0,393.0,-129.0
253,308.0,379.0,246.0,-114.0
254,387.0,422.0,160.0,-119.0
255,298.0,111.0,111.0,-95.0
256,197.0,386.0,289.0,-112.0
257,6.0,57.0,390.0,-100.0
258,260.0,83.0,382.0,-107.0
259,23.0,350.0,303.0,-107.0
260,251.0,158.0,339.0,-106.0
261,242.0,121.0,400.0,-108.0
262,322.0,186.0,102.0,-100.0
263,14.0,279.0,82.0,-91.0
264,437.0,352.0,262.0,-121.0
265,389.0,164.0,88.0,-104.0
266,292.0,453.0,29.0,-114.0
267,56.0,212.0,203.0,-92.0
268,397.0,236.0,368.0,-118.0
269,216.0,470.0,435.0,-126.0
270,51.0,188.0,453.0,-109.0
271,44.0,409.0,321.0,-112.0
272,471.0,431.0,38.0,-123.0
273,85.0,104.0,153.0,-83.0
274,49.0,307.0,1.0,-93.0
275,448.0,274.0,443.0,-127.0
276,351.0,411.0,196.0,-117.0
277,107.0,36.0,106.0,-79.0
278,410.0,497.0,486.0,-138.0
279,87.0,171.0,487.0,-112.0
280,51.0,346.0,259.0,-104.0
281,353.0,163.0,116.0,-102.0
282,498.0,20.0,97.0,-111.0
283,437.0,493.0,365.0,-133.0
284,326.0,322.0,97.0,-107.0
285,189.0,178.0,188.0,-94.0
286,301.0,249.0,115.0,-102.0
287,390.0,411.0,229.0,-120.0
288,495.0,186.0,263.0,-118.0
289,336.0,427.0,184.0,-117.0
290,77.0,373.0,294.0,-108.0
291,303.0,340.0,115.0,-107.0
292,341.0,296.0,45.0,-106.0
293,189.0,421.0,72.0,-107.0
294,413.0,28.0,355.0,-114.0
295,442.0,137.0,19.0,-107.0
296,431.0,499.0,48.0,-124.0
297,16.0,243.0,442.0,-110.0
298,188.0,338.0,369.0,-113.0
299,166.0,289.0,190.0,-100.0
300,375.0,348.0,409.0,-124.0
301,135.0,407.0,32.0,-104.0
302,447.0,24.0,303.0,-114.0
303,194.0,380.0,64.0,-104.0
304,0.0,191.0,40.0,-83.0
305,479.0,464.0,324.0,-132.0
306,499.0,466.0,403.0,-136.0
307,246.0,278.0,396.0,-114.0
308,356.0,191.0,203.0,-106.0
309,32.0,413.0,341.0,-113.0
310,263.0,103.0,239.0,-98.0
311,53.0,229.0,380.0,-105.0
312,446.0,359.0,41.0,-117.0
313,463.0,420.0,167.0,-123.0
314,184.0,473.0,71.0,-111.0
315,452.0,104.0,425.0,-122.0
316,414.0,440.0,193.0,-122.0
317,115.0,465.0,399.0,-121.0
318,415.0,151.0,82.0,-105.0
319,454.0,153.0,364.0,-119.0
320,168.0,349.0,147.0,-102.0
321,347.0,352.0,24.0,-110.0
322,163.0,333.0,119.0,-100.0
323,47.0,130.0,302.0,-95.0
324,209.0,444.0,201.0,-113.0
325,341.0,362.0,237.0,-115.0
326,73.0,312.0,422.0,-113.0
327,103.0,47.0,123.0,-80.0
328,421.0,449.0,274.0,-126.0
329,155.0,230.0,344.0,-105.0
330,431.0,451.0,46.0,-121.0
331,339.0,475.0,378.0,-128.0
332,51.0,282.0,496.0,-117.0
333,9.0,19.0,228.0,-86.0
334,121.0,476.0,489.0,-127.0
335,456.0,348.0,482.0,-132.0
336,397.0,169.0,81.0,-105.0
337,354.0,7.0,417.0,-114.0
338,320.0,224.0,122.0,-102.0
339,34.0,190.0,114.0,-85.0
340,367.0,136.0,381.0,-114.0
341,55.0,149.0,82.0,-81.0
342,422.0,460.0,406.0,-132.0
343,429.0,414.0,279.0,-124.0
344,207.0,254.0,351.0,-108.0
345,358.0,96.0,276.0,-107.0
346,329.0,236.0,224.0,-107.0
347,12.0,483.0,403.0,-122.0
348,372.0,320.0,268.0,-115.0
349,104.0,198.0,269.0,-96.0
350,134.0,328.0,227.0,-103.0
351,140.0,208.0,290.0,-100.0
352,140.0,498.0,121.0,-113.0
353,177.0,270.0,203.0,-99.0
354,314.0,142.0,443.0,-116.0
355,345.0,464.0,353.0,-126.0
356,446.0,264.0,173.0,-114.0
357,482.0,249.0,13.0,-114.0
358,466.0,263.0,296.0,-120.0
359,324.0,284.0,490.0,-124.0
360,93.0,167.0,37.0,-83.0
361,197.0,282.0,386.0,-112.0
362,428.0,2.0,130.0,-105.0
363,397.0,384.0,328.0,-123.0
364,326.0,76.0,47.0,-95.0
365,295.0,176.0,58.0,-96.0
366,390.0,80.0,143.0,-103.0
367,196.0,11.0,279.0,-96.0
368,446.0,459.0,419.0,-134.0
369,37.0,176.0,287.0,-95.0
370,17.0,386.0,318.0,-110.0
371,73.0,311.0,145.0,-97.0
372,289.0,154.0,161.0,-98.0
373,436.0,24.0,119.0,-106.0
374,231.0,208.0,115.0,-95.0
375,77.0,151.0,49.0,-81.0
376,426.0,114.0,304.0,-113.0
377,40.0,136.0,64.0,-79.0
378,307.0,265.0,386.0,-115.0
379,74.0,285.0,251.0,-100.0
380,102.0,208.0,100.0,-88.0
381,174.0,171.0,117.0,-89.0
382,105.0,238.0,73.0,-89.0
383,157.0,289.0,14.0,-95.0
384,352.0,100.0,420.0,-115.0
385,429.0,81.0,93.0,-105.0
386,155.0,99.0,47.0,-82.0
387,191.0,497.0,124.0,-114.0
388,144.0,437.0,381.0,-119.0
389,91.0,486.0,84.0,-110.0
390,327.0,323.0,13.0,-106.0
391,40.0,386.0,374.0,-114.0
392,35.0,51.0,405.0,-102.0
393,102.0,233.0,374.0,-106.0
394,112.0,185.0,8.0,-84.0
395,382.0,299.0,128.0,-110.0
396,81.0,58.0,203.0,-85.0
397,41.0,304.0,11.0,-93.0
398,16.0,327.0,436.0,-114.0
399,331.0,472.0,284.0,-123.0
400,202.0,197.0,205.0,-96.0
401,15.0,20.0,416.0,-103.0
402,122.0,218.0,468.0,-113.0
403,166.0,111.0,7.0,-83.0
404,168.0,48.0,69.0,-82.0
405,419.0,498.0,370.0,-132.0
406,275.0,222.0,308.0,-107.0
407,452.0,240.0,489.0,-129.0
408,213.0,413.0,286.0,-114.0
409,61.0,178.0,277.0,-95.0
410,269.0,148.0,61.0,-93.0
411,143.0,320.0,361.0,-110.0
412,162.0,484.0,171.0,-113.0
413,483.0,346.0,263.0,-123.0
414,315.0,244.0,419.0,-117.0
415,267.0,332.0,399.0,-118.0
416,473.0,64.0,181.0,-111.0
417,459.0,358.0,440.0,-131.0
418,96.0,9.0,229.0,-87.0
419,401.0,200.0,237.0,-111.0
420,132.0,275.0,125.0,-95.0
421,131.0,280.0,133.0,-95.0
422,346.0,455.0,36.0,-117.0
423,276.0,494.0,83.0,-116.0
424,491.0,29.0,176.0,-112.0
425,79.0,197.0,129.0,-87.0
426,257.0,362.0,115.0,-106.0
427,416.0,69.0,401.0,-117.0
428,384.0,295.0,339.0,-118.0
429,276.0,121.0,429.0,-112.0
430,495.0,27.0,233.0,-114.0
431,270.0,419.0,312.0,-118.0
432,53.0,370.0,240.0,-105.0
433,129.0,467.0,35.0,-109.0
434,459.0,111.0,112.0,-109.0
435,182.0,341.0,476.0,-120.0
436,314.0,167.0,251.0,-104.0
437,308.0,373.0,488.0,-127.0
438,420.0,95.0,55.0,-104.0
439,483.0,187.0,319.0,-120.0
440,91.0,102.0,377.0,-101.0
441,291.0,263.0,342.0,-112.0
442,66.0,80.0,325.0,-96.0
443,263.0,322.0,379.0,-116.0
444,333.0,383.0,368.0,-121.0
445,17.0,488.0,50.0,-109.0
446,467.0,491.0,121.0,-127.0
447,325.0,238.0,461.0,-120.0
448,200.0,226.0,239.0,-100.0
449,250.0,332.0,338.0,-113.0
450,397.0,93.0,341.0,-113.0
451,383.0,71.0,303.0,-109.0
452,77.0,2.0,151.0,-80.0
453,88.0,57.0,323.0,-96.0
454,485.0,436.0,468.0,-137.0
455,74.0,267.0,294.0,-101.0
456,46.0,490.0,235.0,-114.0
457,218.0,44.0,377.0,-104.0
458,354.0,422.0,126.0,-116.0
459,275.0,270.0,435.0,-117.0
460,434.0,483.0,496.0,-139.0
461,246.0,106.0,455.0,-113.0
462,341.0,168.0,454.0,-118.0
463,186.0,77.0,11.0,-83.0
464,406.0,270.0,107.0,-110.0
465,160.0,231.0,304.0,-102.0
466,382.0,246.0,171.0,-109.0
467,168.0,490.0,245.0,-117.0
468,361.0,310.0,48.0,-108.0
469,59.0,18.0,366.0,-98.0
470,345.0,255.0,26.0,-104.0
471,285.0,373.0,489.0,-126.0
472,461.0,336.0,211.0,-120.0
473,452.0,49.0,377.0,-118.0
474,0.0,21.0,78.0,-72.0
475,24.0,89.0,422.0,-104.0
476,225.0,342.0,81.0,-103.0
477,323.0,205.0,137.0,-102.0
478,465.0,117.0,410.0,-122.0
479,141.0,395.0,418.0,-118.0
480,440.0,336.0,355.0,-124.0
481,405.0,110.0,151.0,-105.0
482,390.0,143.0,163.0,-105.0
483,42.0,136.0,183.0,-86.0
484,185.0,216.0,30.0,-91.0
485,67.0,126.0,13.0,-78.0
486,340.0,429.0,264.0,-120.0
487,383.0,330.0,290.0,-117.0
488,286.0,166.0,35.0,-95.0
489,352.0,292.0,50.0,-106.0
490,161.0,404.0,456.0,-122.0
491,388.0,49.0,208.0,-105.0
492,186.0,73.0,278.0,-96.0
493,287.0,458.0,297.0,-121.0
494,414.0,188.0,422.0,-121.0
495,375.0,125.0,437.0,-118.0
496,141.0,493.0,113.0,-112.0
497,207.0,222.0,292.0,-103.0
498,400.0,426.0,430.0,-130.0
499,277.0,5.0,344.0,-105.0
500,330.0,262.0,191.0,-107.0
501,168.0,169.0,326.0,-101.0
502,123.0,483.0,250.0,-115.0
503,410.0,407.0,80.0,-117.0
504,146.0,344.0,476.0,-119.0
505,29.0,4.0,77.0,-72.0
506,281.0,373.0,27.0,-107.0
507,155.0,392.0,362.0,-115.0
508,38.0,83.0,218.0,-86.0
509,222.0,386.0,319.0,-114.0
510,283.0,372.0,412.0,-121.0
511,67.0,128.0,174.0,-85.0
512,231.0,222.0,247.0,-101.0
513,460.0,139.0,404.0,-122.0
514,166.0,17.0,37.0,-80.0
515,172.0,110.0,302.0,-98.0
516,400.0,84.0,406.0,-117.0
517,26.0,344.0,288.0,-105.0
518,408.0,480.0,151.0,-123.0
519,454.0,432.0,432.0,-134.0
520,408.0,203.0,162.0,-109.0
521,85.0,22.0,195.0,-84.0
522,444.0,271.0,377.0,-123.0
523,153.0,357.0,81.0,-101.0
524,280.0,194.0,250.0,-103.0
525,3.0,47.0,175.0,-81.0
526,301.0,229.0,117.0,-101.0
527,97.0,57.0,196.0,-85.0
528,385.0,220.0,468.0,-123.0
529,248.0,443.0,91.0,-111.0
530,129.0,197.0,366.0,-104.0
531,338.0,114.0,226.0,-103.0
532,5.0,467.0,316.0,-116.0
533,241.0,58.0,18.0,-87.0
534,409.0,314.0,299.0,-119.0
535,455.0,481.0,118.0,-126.0
536,307.0,244.0,432.0,-118.0
537,118.0,2.0,311.0,-95.0
538,39.0,266.0,385.0,-107.0
539,489.0,293.0,294.0,-123.0
540,175.0,257.0,266.0,-102.0
541,179.0,351.0,236.0,-106.0
542,39.0,276.0,403.0,-109.0
543,155.0,151.0,137.0,-88.0
544,336.0,245.0,484.0,-122.0
545,208.0,182.0,2.0,-90.0
546,449.0,256.0,193.0,-115.0
547,159.0,158.0,126.0,-88.0
548,359.0,387.0,247.0,-117.0
549,298.0,126.0,343.0,-107.0
550,275.0,268.0,260.0,-107.0
551,271.0,202.0,294.0,-105.0
552,140.0,201.0,471.0,-113.0
553,405.0,476.0,400.0,-132.0
554,329.0,308.0,401.0,-119.0
555,112.0,172.0,453.0,-110.0
556,185.0,2.0,34.0,-82.0
557,278.0,2.0,461.0,-113.0
558,103.0,13.0,445.0,-106.0
559,344.0,460.0,202.0,-120.0
560,231.0,60.0,307.0,-100.0
561,367.0,373.0,384.0,-123.0
562,467.0,252.0,239.0,-117.0
563,399.0,266.0,180.0,-111.0
564,195.0,165.0,311.0,-101.0
565,453.0,158.0,268.0,-114.0
566,375.0,143.0,453.0,-119.0
567,114.0,390.0,498.0,-123.0
568,487.0,356.0,319.0,-126.0
569,52.0,91.0,240.0,-89.0
570,215.0,104.0,450.0,-111.0
571,352.0,231.0,125.0,-105.0
572,265.0,243.0,275.0,-106.0
573,14.0,484.0,444.0,-124.0
574,177.0,379.0,404.0,-117.0
575,402.0,140.0,296.0,-112.0
576,352.0,163.0,206.0,-105.0
577,431.0,422.0,436.0,-132.0
578,329.0,10.0,14.0,-95.0
579,380.0,70.0,288.0,-108.0
580,107.0,450.0,435.0,-122.0
581,363.0,349.0,190.0,-113.0
582,266.0,365.0,493.0,-125.0
583,459.0,90.0,110.0,-108.0
584,476.0,489.0,218.0,-129.0
585,357.0,33.0,394.0,-113.0
586,321.0,210.0,103.0,-101.0
587,60.0,447.0,414.0,-120.0
588,401.0,416.0,246.0,-122.0
589,302.0,321.0,112.0,-106.0
590,341.0,338.0,251.0,-114.0
591,7.0,372.0,236.0,-105.0
592,201.0,391.0,376.0,-117.0
593,193.0,395.0,449.0,-122.0
594,201.0,62.0,35.0,-84.0
595,491.0,309.0,342.0,-126.0
596,472.0,479.0,250.0,-130.0
597,284.0,149.0,16.0,-94.0
598,218.0,233.0,245.0,-101.0
599,235.0,279.0,393.0,-113.0
600,437.0,222.0,90.0,-110.0
601,95.0,304.0,484.0,-117.0
602,291.0,227.0,64.0,-99.0
603,341.0,232.0,478.0,-122.0
604,227.0,245.0,260.0,-103.0
605,485.0,45.0,63.0,-109.0
606,430.0,296.0,381.0,-123.0
607,278.0,322.0,155.0,-106.0
608,357.0,94.0,167.0,-101.0
609,355.0,203.0,151.0,-104.0
610,316.0,370.0,176.0,-112.0
611,222.0,299.0,171.0,-102.0
612,307.0,495.0,34.0,-118.0
613,300.0,408.0,65.0,-111.0
614,332.0,212.0,186.0,-104.0
615,231.0,2.0,224.0,-94.0
616,202.0,442.0,154.0,-111.0
617,342.0,129.0,316.0,-108.0
618,427.0,271.0,268.0,-117.0
619,116.0,37.0,297.0,-94.0
620,121.0,310.0,74.0,-96.0
621,231.0,440.0,362.0,-120.0
622,364.0,13.0,484.0,-120.0
623,379.0,367.0,242.0,-117.0
624,77.0,393.0,0.0,-101.0
625,271.0,283.0,148.0,-103.0
626,213.0,6.0,447.0,-110.0
627,366.0,229.0,367.0,-116.0
628,431.0,383.0,250.0,-122.0
629,426.0,59.0,65.0,-104.0
630,174.0,370.0,468.0,-121.0
631,43.0,206.0,491.0,-113.0
632,240.0,272.0,344.0,-110.0
633,436.0,241.0,326.0,-119.0
634,206.0,458.0,339.0,-120.0
635,64.0,286.0,145.0,-94.0
636,233.0,381.0,442.0,-122.0
637,2.0,419.0,317.0,-112.0
638,227.0,229.0,120.0,-96.0
639,288.0,382.0,64.0,-108.0
640,435.0,232.0,303.0,-117.0
641,141.0,134.0,261.0,-94.0
642,296.0,346.0,229.0,-111.0
643,370.0,183.0,332.0,-113.0
644,464.0,220.0,293.0,-118.0
645,496.0,45.0,243.0,-115.0
646,61.0,327.0,212.0,-101.0
647,278.0,40.0,272.0,-100.0
648,342.0,357.0,159.0,-112.0
649,394.0,28.0,161.0,-103.0
650,227.0,338.0,221.0,-107.0
651,330.0,97.0,279.0,-105.0
652,134.0,333.0,14.0,-97.0
653,200.0,1.0,440.0,-108.0
654,197.0,304.0,66.0,-98.0
655,3.0,111.0,102.0,-79.0
656,353.0,236.0,197.0,-107.0
657,311.0,382.0,203.0,-113.0
658,99.0,347.0,30.0,-98.0
659,433.0,268.0,458.0,-127.0
660,158.0,51.0,208.0,-89.0
661,220.0,485.0,495.0,-130.0
662,159.0,108.0,64.0,-83.0
663,428.0,154.0,269.0,-113.0
664,346.0,14.0,212.0,-102.0
665,201.0,453.0,403.0,-122.0
666,219.0,224.0,170.0,-97.0
667,119.0,57.0,425.0,-105.0
668,100.0,276.0,195.0,-97.0
669,211.0,135.0,266.0,-98.0
670,398.0,225.0,245.0,-112.0
671,107.0,73.0,127.0,-81.0
672,2.0,170.0,136.0,-85.0
673,452.0,306.0,366.0,-124.0
674,474.0,259.0,139.0,-115.0
675,395.0,383.0,45.0,-115.0
676,175.0,492.0,480.0,-129.0
677,45.0,66.0,60.0,-74.0
678,241.0,370.0,325.0,-114.0
679,327.0,477.0,466.0,-132.0
680,407.0,436.0,129.0,-120.0
681,416.0,374.0,270.0,-121.0
682,495.0,183.0,50.0,-113.0
683,374.0,358.0,235.0,-116.0
684,490.0,420.0,78.0,-124.0
685,388.0,3.0,191.0,-104.0
686,244.0,10.0,0.0,-87.0
687,114.0,401.0,408.0,-117.0
688,259.0,120.0,475.0,-115.0
689,144.0,69.0,436.0,-107.0
690,315.0,88.0,169.0,-98.0
691,20.0,287.0,209.0,-97.0
692,160.0,388.0,465.0,-121.0
693,328.0,96.0,143.0,-98.0
694,97.0,200.0,263.0,-96.0
695,285.0,192.0,343.0,-109.0
696,200.0,438.0,178.0,-111.0
697,422.0,112.0,286.0,-112.0
698,416.0,325.0,30.0,-113.0
699,144.0,282.0,235.0,-100.0
700,125.0,251.0,364.0,-106.0
701,50.0,203.0,361.0,-103.0
702,332.0,365.0,488.0,-127.0
703,332.0,72.0,160.0,-99.0
704,469.0,124.0,302.0,-116.0
705,290.0,65.0,464.0,-115.0
706,48.0,163.0,124.0,-84.0
707,189.0,23.0,438.0,-108.0
708,333.0,116.0,23.0,-97.0
709,25.0,490.0,464.0,-126.0
710,363.0,379.0,130.0,-114.0
711,432.0,393.0,259.0,-122.0
712,36.0,419.0,323.0,-113.0
713,356.0,331.0,122.0,-110.0
714,191.0,151.0,417.0,-108.0
715,97.0,493.0,337.0,-119.0
716,474.0,213.0,341.0,-121.0
717,219.0,47.0,11.0,-85.0
718,259.0,189.0,32.0,-94.0
719,173.0,466.0,255.0,-115.0
720,191.0,79.0,227.0,-93.0
721,325.0,207.0,377.0,-114.0
722,116.0,455.0,199.0,-111.0
723,412.0,58.0,322.0,-112.0
724,449.0,308.0,456.0,-129.0
725,127.0,218.0,90.0,-89.0
726,352.0,66.0,81.0,-98.0
727,34.0,45.0,300.0,-92.0
728,274.0,454.0,177.0,-115.0
729,52.0,58.0,244.0,-88.0
730,475.0,374.0,289.0,-125.0
731,350.0,461.0,377.0,-127.0
732,140.0,460.0,489.0,-127.0
733,199.0,107.0,212.0,-93.0
734,36.0,190.0,170.0,-88.0
